OBJECTID,COD_DEP,DPTO,COD_MUN,MPIO,HaNatura,HaAgro,HanoAgro,HaOtro,PrPropia,PrArrien,PrAparce,PrUsufru,PrComoda,PrOcupac,PrColect,PrAdjudi,PrOtros,PrMixta,UPA,UPNA,Shape_Length_1,Shape_Area_1,ShapeSTArea,ShapeSTLength
148,73,Tolima,73520,Palocabildo,306.4,5743.6,196.9,70.4,1107,58,17,5,4,0,6,0,24,19,6120.4,196.9,0.36043681,0.00530359,65981875.6895613,39770.0974971869
149,73,Tolima,73547,Piedras,11427.7,23639.2,1148.3,1046.2,734,121,16,0,0,0,0,1,0,34,36113.1,1148.3,1.3257462,0.02876478,357565686.187566,146455.859235534
150,73,Tolima,73555,Planadas,120741.8,49084.8,2594,1777.2,3163,214,36,24,3,2,26,1,61,36,171603.8,2594,2.01835594,0.12808057,1589519942.46131,220211.655158404
151,73,Tolima,73563,Prado,5889.4,28981.7,3006.9,2099.5,1410,268,48,2,2,4,16,2,23,64,36970.6,3006.9,1.15925686,0.03467862,430641180.075559,126342.77774884
152,73,Tolima,73585,Purificación,12214.9,20393.9,1665.7,2809.4,4225,1491,63,13,0,0,258,18,128,194,35418.2,1665.7,1.44040816,0.03291611,408818382.737577,158496.946525109
153,73,Tolima,73616,Rioblanco,149109.3,38990.8,304.1,15232.8,5221,187,17,84,13,8,22,2,22,109,203333,304.1,2.33036627,0.16655079,2067700219.00517,255032.929823048
154,73,Tolima,73622,Roncesvalles,31549.2,36449.6,6511.1,4299.9,693,149,10,2,1,9,4,1,27,8,72298.7,6511.1,1.38179572,0.06235176,774652085.914863,152444.030844293
155,73,Tolima,73624,Rovira,15603.6,52946.5,2228.3,1513.2,1589,104,17,7,1,1,14,2,15,16,70063.3,2228.3,1.44203632,0.05932854,737203107.386332,158951.174531015
156,73,Tolima,73671,Saldaña,847.3,18715.5,4375.6,147,910,507,36,0,0,1,21,2,13,18,19709.7,4375.6,0.81730255,0.01632855,202807898.678325,90238.1307862098
157,73,Tolima,73675,San Antonio,11754.3,22596.6,1794.5,2668.7,3097,263,40,4,3,13,36,3,50,59,37019.5,1794.5,1.11834597,0.03259964,404926330.809154,123118.399381853
158,73,Tolima,73678,San Luis,2583.9,31098.8,3724.1,4513.2,1530,151,17,12,2,11,15,5,63,60,38195.9,3724.1,1.55279964,0.03361895,417689789.479917,171957.768817614
159,73,Tolima,73686,Santa Isabel,9674.1,16490.1,531.6,748.2,606,42,1,1,0,7,9,0,29,23,26912.4,531.6,1.22823177,0.02197738,273286270.841977,135097.541045616
160,73,Tolima,73770,Suárez,1867.4,15721,614.1,367,842,68,3,4,0,0,0,0,12,35,17955.5,614.1,0.97370506,0.01550725,192642843.197368,107590.722482353
161,73,Tolima,73854,Valle de San Juan,2423.8,18522.4,411.4,470.4,402,92,10,1,0,2,33,1,63,35,21416.6,411.4,0.65448137,0.01620133,201305656.353773,72144.6414667661
162,73,Tolima,73861,Venadillo,894.6,29280,2822.2,132.5,520,38,0,3,1,2,8,0,10,15,30307.1,2822.2,1.10047835,0.02730241,339465695.154305,121907.111039878
163,73,Tolima,73870,Villahermosa,6541.4,18803.2,2063.5,614.7,1626,91,18,4,15,15,8,0,40,67,25959.4,2063.5,0.96277183,0.02252926,280232306.75387,105571.505005088
164,73,Tolima,73873,Villarica,13725.2,26996.3,75.6,871.7,1002,171,14,1,2,1,10,5,71,36,41593.2,75.6,0.95545915,0.03505363,435362067.397932,105319.807015688
165,70,Sucre,70001,Sincelejo,9010.1,13819.9,844,2257.9,2496,155,50,6,8,36,102,5,11,109,25087.8,844,1.0966381,0.02307702,289875326.011849,120476.423679539
166,70,Sucre,70110,Buenavista,240.6,8366.5,17.9,5454,630,128,7,12,1,0,1,2,4,57,14061,17.9,0.7472115,0.00983191,123464149.501478,83078.2140760458
167,70,Sucre,70124,Caimito,723.9,13038.2,2162.5,24231.6,646,39,1,0,1,0,9,4,12,29,37993.8,2162.5,1.48860191,0.03972204,498085732.724547,160234.295745314
168,70,Sucre,70204,Coloso,2590.2,9800.6,67.8,664.6,435,92,89,4,16,0,6,0,5,10,13055.5,67.8,0.78140848,0.01096577,137795220.113367,85253.3244485734
169,70,Sucre,70215,Corozal,449.4,23556.8,223.8,3153.9,1428,180,14,2,1,1,11,1,6,159,27160,223.8,1.71951028,0.02408677,302282505.057978,187203.246125249
170,70,Sucre,70221,Coveñas,1849.9,1879.9,133.8,1112.5,305,26,1,3,0,1,62,1,9,12,4842.2,133.8,0.41878361,0.00456945,57396918.3386411,46200.0360741144
171,70,Sucre,70230,Chalán,1631,5396.5,252.7,316.1,269,90,31,8,5,1,0,0,19,0,7343.6,252.7,0.55464863,0.00685079,86087274.1098124,61042.5909177169
172,70,Sucre,70233,El Roble,424.9,19004.7,17.2,189.7,897,43,0,1,62,7,28,0,31,35,19619.3,17.2,1.26320404,0.01680678,210907083.238128,138584.039816574
173,70,Sucre,70235,Galeras,1148.1,27224.6,359.5,2655.2,1031,70,2,4,5,0,8,0,7,37,31028,359.5,0.97653191,0.02443748,306706660.962171,106226.196726591
174,70,Sucre,70265,Guaranda,1939.4,28824.2,515.9,4590.5,389,83,52,19,0,0,12,2,3,36,35354.2,515.9,1.28528356,0.02834898,355112924.801892,142023.645597113
175,70,Sucre,70400,La Unión,1329.2,20135,890.3,1121.5,909,41,31,0,11,1,18,0,6,19,22585.7,890.3,1.07450963,0.01852996,232374293.474722,118328.422128422
176,70,Sucre,70418,Los Palmitos,4199,14959.1,108,697.8,634,63,6,0,0,0,5,0,2,43,19855.8,108,0.83011849,0.01699011,213423780.842685,91285.8239754858
177,70,Sucre,70429,Majagual,6991.4,69531.5,2994.6,8761.1,2966,255,7,26,3,7,43,6,20,77,85284,2994.6,1.71924966,0.0733589,919222736.860916,189653.195481456
178,70,Sucre,70473,Morroa,3055.9,9313.5,87.8,4109.4,664,78,2,2,0,1,3,0,3,27,16478.8,87.8,0.71072944,0.01442529,181278697.196184,76827.9552221026
179,70,Sucre,70508,Ovejas,5196.6,34672,3813.8,737,1118,94,158,4,35,6,9,1,3,31,40605.6,3813.8,1.2875757,0.0369099,463827158.665338,140474.349045497
180,70,Sucre,70523,Palmito,8451.9,6253,68.3,2247.6,924,59,3,26,1,2,219,0,2,20,16952.4,68.3,0.69027887,0.01442109,181014461.09331,75308.7564057361
181,70,Sucre,70670,Sampués,7477,12804.2,163.9,476.3,1213,33,113,3,1,1,22,0,4,77,20757.4,163.9,0.98852674,0.01661987,208629277.989326,107592.059775657
182,70,Sucre,70678,San Benito Abad,12811.2,100789.2,7756.5,21740,1359,28,2,9,0,2,4,0,14,79,135340.4,7756.5,3.10057533,0.12158653,1524814740.95312,334460.903361926
183,70,Sucre,70702,San Juan de Betulia,0,16137.7,135.5,309.6,920,55,0,0,0,0,3,0,0,32,16447.2,135.5,0.79838729,0.01375446,172710648.350351,85979.7900699071
184,70,Sucre,70708,San Marcos,7223.4,23850.2,1261.3,58019.9,1348,29,2,0,0,0,10,0,16,101,89093.5,1261.3,1.74676336,0.08290064,1038930102.21841,193474.049820047
185,70,Sucre,70713,San Onofre,38974.2,54274.8,3446.4,8474.6,1805,282,14,27,6,3,79,13,164,114,101723.6,3446.4,2.10957116,0.0883167,1094843214.81085,221172.88604153
186,70,Sucre,70717,San Pedro,92.4,19836.7,170.5,1879.2,915,74,1,0,0,4,9,0,7,72,21808.2,170.5,0.83904785,0.01777925,223317021.575503,92440.9580423362
187,70,Sucre,70742,San Luis de Sincé,387.2,36171.9,1516.2,3108.1,1080,99,8,0,0,0,1,0,8,109,39667.1,1516.2,1.48907981,0.03802586,477461452.334408,161417.286146631
188,70,Sucre,70771,Sucre,1051.8,17510.6,4661.9,91670.1,1676,140,19,1,13,4,34,5,33,39,110232.5,4661.9,1.97801097,0.09085456,1139373821.82229,218709.653565266
189,70,Sucre,70820,Santiago de Tolú,3161.6,16944.9,722.3,8511.2,608,40,0,0,0,0,0,0,2,25,28617.7,722.3,0.99820322,0.02526501,317460378.872359,110206.426640878
190,70,Sucre,70823,Tolú Viejo,5109.8,15275.2,978.6,7384.8,1103,119,13,0,4,17,35,3,20,37,27769.7,978.6,1.09708622,0.02322433,291790352.357319,119606.70357433
191,68,Santander,68001,Bucaramanga,3552.9,5718.9,616.9,161.8,600,78,5,0,0,2,5,1,15,9,9433.7,616.9,0.68864428,0.01241688,155017436.418945,75431.8121427584
192,68,Santander,68013,Aguada,1623.1,5530.9,54,241.5,719,12,0,0,0,0,9,0,42,33,7395.6,54,0.46424582,0.00628167,78302744.1321152,51384.2241156516
193,68,Santander,68020,Albania,8689.8,7557.4,164.7,79.3,1142,244,45,1,11,7,52,0,40,199,16326.5,164.7,0.8654398,0.01328235,165439655.309028,94445.3323846251
194,68,Santander,68051,Aratoca,2349.5,13692.8,148.2,425.5,972,63,2,3,0,1,70,1,31,10,16467.8,148.2,0.67491947,0.01407588,175635211.523613,74807.2684167535
195,68,Santander,68077,Barbosa,19.4,2075.3,2266.6,33.9,396,120,17,0,1,0,13,2,22,4,2128.7,2266.6,0.29082954,0.00379215,47246498.0590144,31125.791969666
196,68,Santander,68079,Barichara,1300.6,9387.4,1943.6,385.8,683,128,9,13,25,1,10,1,32,8,11073.9,1943.6,0.5636934,0.01092566,136305390.529695,62649.356603169
197,68,Santander,68081,Barrancabermeja,16993.3,87890.7,14917,860.9,746,34,2,2,1,0,2,3,14,12,105744.9,14917,2.74904307,0.10127536,1264694320.45739,304849.456447403
198,68,Santander,68092,Betulia,11496.7,23684.9,4099.7,420.1,343,66,32,16,0,14,1,6,6,32,35601.8,4099.7,1.23952319,0.03509317,438181227.972736,136969.556650003
199,68,Santander,68101,Bolívar,46567.3,50437.1,1123.5,226.6,1743,91,3,7,1,2,38,0,457,24,97231.1,1123.5,4.38459738,0.08274067,1031147634.8654,479442.613939148
200,68,Santander,68121,Cabrera,485.3,5953.8,16.7,8.4,527,30,1,2,1,1,69,0,3,12,6447.5,16.7,0.3649575,0.00530188,66127267.5718296,40621.0701961705
201,68,Santander,68132,California,1560.1,2406.8,339.7,872.6,151,20,2,1,0,0,9,0,4,3,4839.5,339.7,0.43129992,0.00378952,47346048.9084274,47678.0276009062
202,68,Santander,68147,Capitanejo,1979.5,4439.3,1151.3,218.1,544,240,58,58,10,1,87,0,22,21,6636.8,1151.3,0.49117983,0.00696534,86880962.0540681,54573.5580012027
203,68,Santander,68152,Carcasí,12111.3,9012,75.8,4780.6,1456,160,49,383,11,1,60,0,52,140,25904,75.8,0.68560789,0.02111424,263411361.836577,76324.3171916571
204,68,Santander,68160,Cepitá,1930.6,7365,10.5,1391.4,385,21,129,124,1,32,2,0,1,53,10686.9,10.5,0.48928924,0.00896113,111822961.040156,54446.3156643291
205,68,Santander,68162,Cerrito,9733.5,20397.5,125.1,16082.1,641,95,184,24,1,0,24,0,26,137,46213.1,125.1,0.98431764,0.03462281,432184379.069385,108484.332552613
206,68,Santander,68167,Charalá,16166.9,19152,5383,156.5,1630,113,7,11,5,12,60,5,27,23,35475.4,5383,1.71841267,0.03441659,429017012.138829,189684.432648667
207,68,Santander,68169,Charta,5610.1,6708.9,61.8,132.8,371,71,3,0,0,0,23,4,30,38,12451.8,61.8,0.60378065,0.01037377,129598469.562392,66884.2458195207
208,68,Santander,68176,Chima,6562.9,10672.7,141.8,165.2,918,32,0,2,0,1,13,0,17,23,17400.8,141.8,0.67641925,0.01396253,174099226.246759,75204.2583466295
209,68,Santander,68179,Chipatá,958.6,8299.1,175.5,78.8,1884,332,12,50,2,0,108,7,721,9,9336.6,175.5,0.41814855,0.00765359,95375804.048727,45209.0034255479
210,68,Santander,68190,Cimitarra,52675.1,232118.7,22766.4,2771.4,1207,57,2,3,0,1,6,0,8,164,287565.3,22766.4,3.19356837,0.25942267,3235013107.08026,350023.191643194
211,68,Santander,68207,Concepción,10932.5,12179.7,311,9674.8,1141,225,76,41,30,6,35,0,39,238,32787,311,1.12199161,0.02749544,343135137.836242,124217.667718167
212,68,Santander,68209,Confines,185.9,7175.3,122.4,16.9,860,43,0,1,2,0,4,0,24,6,7378.1,122.4,0.3899658,0.00577357,71982846.0307242,43317.7253234133
213,68,Santander,68211,Contratación,5040.2,5657.3,4.4,538.1,706,21,2,1,0,12,28,0,33,62,11235.6,4.4,0.6933602,0.00943919,117705658.45515,75786.2679353986
214,68,Santander,68217,Coromoro,29916,26161.7,870.4,1166.8,1778,305,31,12,0,23,21,1,15,278,57244.5,870.4,1.13890987,0.04719671,588353543.453972,126240.978651637
215,68,Santander,68229,Curití,1753.5,15438.8,7527.6,178.2,929,292,23,13,6,2,5,3,24,24,17370.5,7527.6,0.91725132,0.01960461,244553973.941043,101529.011612705
216,68,Santander,68235,El Carmen de Chucurí,26623.9,58977.3,1398.4,506.9,2667,104,163,3,1,3,3,1,123,90,86108.2,1398.4,1.74346004,0.07539586,940660746.665905,190260.074688859
217,68,Santander,68245,El Guacamayo,1689.4,9135.4,23.2,283.3,783,65,2,1,22,4,72,0,12,18,11108,23.2,0.59413457,0.00951062,118557073.94531,65136.0264879415
218,68,Santander,68250,El Peñón,18290.9,12994.7,112.8,79.7,1051,21,0,5,0,0,36,0,54,168,31365.3,112.8,1.06738843,0.03125074,389464219.185252,116104.165463406
219,68,Santander,68255,El Playón,13459.1,28782.5,3338.9,990,1127,76,30,0,1,5,8,0,78,23,43231.6,3338.9,1.33293305,0.03719474,464930909.511757,146836.158407648
220,68,Santander,68264,Encino,23406.9,6421.1,145.5,163.7,1369,94,22,2,1,4,38,2,22,73,29991.8,145.5,1.01773378,0.03268669,407346341.301912,112799.946260443
221,68,Santander,68266,Enciso,1028.5,5463.5,53,693.2,682,82,98,17,2,3,2,1,32,47,7185.3,53,0.42470368,0.00604806,75454729.7039571,47238.4697159274
222,68,Santander,68271,Florián,4022.3,11867.4,731.3,363.7,990,96,8,8,1,4,76,4,74,50,16253.5,731.3,0.87314303,0.0140722,175284848.039877,95708.2860738187
223,68,Santander,68276,Floridablanca,2836.6,3727.9,1743.7,97,538,155,12,5,0,1,1,1,14,9,6661.6,1743.7,0.52643329,0.00801378,100870816.017129,56471.4026357613
224,68,Santander,68296,Galán,7770.4,12159.1,100.8,302,883,30,0,0,2,0,21,1,5,30,20231.5,100.8,0.65985302,0.0165798,206866082.255967,73246.5643513849
225,68,Santander,68298,Gambita,39913.7,16717.4,83.1,2628.8,1289,62,5,10,2,9,307,3,317,153,59260,83.1,1.287624,0.04389411,546858039.83535,141493.631547661
226,68,Santander,68307,Girón,10252.1,32555.1,1333.9,3538.9,1570,439,93,22,0,1,3,1,42,55,46346.1,1333.9,1.95211983,0.04087124,510397233.585701,215513.490703264
227,68,Santander,68318,Guaca,16638.1,11662,467.2,1216.8,880,183,120,23,2,4,89,10,3,150,29516.9,467.2,0.90071817,0.02498902,311953031.453415,99923.4327479371
228,68,Santander,68320,Guadalupe,1237.5,14003.5,31.8,268.1,1888,103,0,23,3,3,8,0,13,6,15509.1,31.8,0.59241307,0.01150809,143450534.026215,65790.3064494308
229,68,Santander,68322,Guapotá,330.9,6121.5,62,32.7,602,42,0,0,0,1,13,1,7,9,6485.1,62,0.37166506,0.00533511,66512446.0136834,41104.3519698797
230,68,Santander,68324,Guavatá,524.9,7669.9,51,49.3,940,219,6,5,0,1,3,0,119,238,8244.1,51,0.44638824,0.00656392,81782378.579842,48826.8969640796
231,68,Santander,68327,Güepsa,255.8,2817.8,62.8,6.2,472,66,28,4,0,2,38,4,23,36,3079.8,62.8,0.3344897,0.00268583,33474686.4109517,36313.4464014117
232,68,Santander,68344,Hato,10448.5,6004.6,204.5,49.1,563,101,3,59,4,1,10,0,14,55,16502.3,204.5,0.61076948,0.01394046,173887037.861358,67033.9624185035
233,68,Santander,68368,Jesús María,884.2,6563.9,68.3,6.9,802,168,2,1,4,7,175,3,9,30,7455.1,68.3,0.5851263,0.0056846,70801257.3141557,64621.1534242284
234,68,Santander,68370,Jordán,2246.1,1398.8,399.7,4.3,105,128,1,0,0,0,0,0,0,4,3649.3,399.7,0.35909688,0.0033324,41582233.3492297,39698.7294490805
235,68,Santander,68377,La Belleza,11707.4,21062.3,1557.2,147.4,1108,104,2,4,0,0,100,7,142,102,32917.2,1557.2,1.22999593,0.02789013,347479420.103619,136142.109743266
236,68,Santander,68385,Landázuri,12856.3,45095.5,2390.7,113.4,1425,40,6,15,1,0,10,0,32,120,58065.3,2390.7,1.81574774,0.05000477,623468191.449811,198630.453939859
237,68,Santander,68397,La Paz,3822.4,24308.1,61.4,76,1797,123,104,3,1,4,15,3,349,192,28206.5,61.4,0.98772006,0.02324423,289739046.835088,105858.360596713
238,68,Santander,68406,Lebríja,12479.8,40427.9,1070.1,490.1,1464,315,28,12,1,3,3,0,14,21,53397.8,1070.1,1.52840077,0.04468638,558130734.737319,169307.508171016
239,68,Santander,68418,Los Santos,1535.3,19317.5,7486.5,490.8,535,153,533,85,1,31,12,0,116,13,21343.6,7486.5,0.6766566,0.02373992,296280578.688024,74516.7308293086
240,68,Santander,68425,Macaravita,2644.9,6635.2,76.3,1428.1,777,278,148,1,3,3,6,0,128,141,10708.2,76.3,0.51233482,0.00850444,106070730.941798,56644.9463384142
241,68,Santander,68432,Málaga,1792.3,2746,139.7,721.5,425,58,109,10,1,1,15,1,22,173,5259.8,139.7,0.3503635,0.00470088,58665601.0642441,38314.9791282558
242,68,Santander,68444,Matanza,6111.4,16471.9,1464.7,98,997,77,7,0,1,0,6,0,7,47,22681.2,1464.7,0.81540983,0.01977434,247048538.956419,90563.1555697085
243,68,Santander,68464,Mogotes,17400.2,29108.2,786.8,795,2371,270,29,15,12,5,72,1,144,98,47303.4,786.8,1.10169798,0.03958301,493690212.490279,120774.612808139
244,68,Santander,68468,Molagavita,5093.5,12500.8,89.3,413.9,1564,145,39,38,2,0,14,2,257,164,18008.2,89.3,0.5993755,0.01465124,182773102.83014,66202.1259703786
245,68,Santander,68498,Ocamonte,973.2,6555.8,41.6,17.1,1492,183,1,4,0,0,75,0,4,58,7546,41.6,0.41221436,0.00614129,76555094.1203342,45602.0425952568
246,68,Santander,68500,Oiba,6625.7,20773.6,102.2,85.6,2085,77,0,5,1,8,51,3,20,30,27484.9,102.2,0.83803663,0.02317787,288935127.020482,92734.3524497023
247,68,Santander,68502,Onzaga,32104.2,13808.6,205.7,2615.5,1078,276,27,26,19,5,31,4,247,246,48528.3,205.7,1.2487722,0.04066055,506960118.709861,138157.199755484
248,68,Santander,68522,Palmar,155.3,1908,6.6,4.4,356,56,2,37,2,0,5,0,7,16,2067.8,6.6,0.25746912,0.00154044,19217363.0784831,28549.6073447872
249,68,Santander,68524,Palmas del Socorro,361.9,5225.8,47.6,24.4,674,21,0,0,0,0,5,0,5,20,5612.1,47.6,0.31576767,0.00486641,60676506.0268748,35152.8234381909
250,68,Santander,68533,Páramo,368.4,6806.4,26.7,67.2,884,72,2,6,0,1,4,0,13,23,7242,26.7,0.49278296,0.00596457,74389048.6012423,54597.0434180305
251,68,Santander,68547,Piedecuesta,23485.4,18863.3,3407.3,1987.6,1880,388,42,11,0,3,6,1,108,40,44336.4,3407.3,1.27351459,0.03940739,491144727.489778,139905.320896012
252,68,Santander,68549,Pinchote,283.1,4873.7,126.6,48.9,590,83,4,0,1,2,7,0,40,42,5205.7,126.6,0.31496517,0.00440883,54982454.4380984,35085.6867538673
253,68,Santander,68572,Puente Nacional,4103,19368,344.1,1312.2,2796,452,36,5,4,4,45,10,131,258,24783.1,344.1,0.77401167,0.02059153,256499374.216511,84496.7735061414
254,68,Santander,68573,Puerto Parra,10721.1,60988.5,1007.5,1936.6,431,10,0,0,0,19,1,0,1,72,73646.2,1007.5,2.07449609,0.06232589,777642024.961267,229308.425950629
255,68,Santander,68575,Puerto Wilches,21925.5,116544.5,756.3,6025.1,786,23,3,0,2,1,23,0,20,45,144495,756.3,3.30696517,0.12224695,1528258609.47102,363864.195735894
256,68,Santander,68615,Rionegro,18552.3,102117.4,3344.8,2357.8,3115,196,18,6,3,3,3,2,57,69,123027.4,3344.8,3.51115607,0.10470057,1308690643.031,387827.70203598
257,68,Santander,68655,Sabana de Torres,23032.2,106598.2,2761.4,6440.1,994,46,44,3,0,5,33,2,4,54,136070.5,2761.4,2.28261093,0.11815897,1476550664.58862,252452.364689867
258,68,Santander,68669,San Andrés,13023.6,13341.3,366.2,1225.6,1815,390,61,62,3,0,59,3,578,180,27590.6,366.2,0.87908304,0.02297385,286694169.597094,97609.0558245287
259,68,Santander,68673,San Benito,113.7,5579.9,44.4,39.4,1068,153,40,6,0,2,64,1,21,92,5732.9,44.4,0.37671665,0.00482503,60132691.3919045,41569.5050844871
260,68,Santander,68679,San Gil,877,12021.1,474.5,916.7,1421,219,13,4,3,11,60,2,13,25,13814.9,474.5,0.73220393,0.01210756,151025661.954659,81178.6031231734
261,68,Santander,68682,San Joaquín,4346.6,8788.6,187.9,842.7,704,71,5,16,6,3,4,0,23,70,13977.8,187.9,0.61317234,0.01177323,146822246.848097,66251.7470163058
262,68,Santander,68684,San José de Miranda,377.9,6083.9,750.9,145.7,932,132,40,16,2,2,18,6,45,79,6607.5,750.9,0.38094861,0.00617805,77081784.0303517,41159.3550734865
263,68,Santander,68686,San Miguel,2255.5,4460.2,30.9,366,1200,175,23,1,0,1,5,0,53,31,7081.7,30.9,0.3867356,0.00579548,72292096.7287642,42985.1169239505
264,68,Santander,68689,San Vicente de Chucurí,37210.8,74493.6,2898.8,893.6,2916,401,19,2,0,3,73,0,560,147,112598.1,2898.8,2.28018626,0.09228073,1151765184.70539,250781.298809231
265,68,Santander,68705,Santa Bárbara,10394.1,10553.5,113.8,1307,380,31,4,0,0,0,13,0,164,17,22254.5,113.8,0.84798776,0.01788483,223290554.13205,94470.6120316526
266,68,Santander,68720,Santa Helena del Opón,19100,18390.5,110.5,767.6,1004,28,7,17,0,1,7,0,52,48,38258.2,110.5,0.9989773,0.03057355,381246295.648868,107711.949387059
267,68,Santander,68745,Simacota,33864.2,56131,386,399.6,2401,140,12,12,1,2,75,1,40,48,90394.8,386,3.33101994,0.07939462,990547842.318414,367746.396790228
268,68,Santander,68755,Socorro,944,11086.8,206.6,146.9,2016,105,0,18,0,7,41,2,14,12,12177.7,206.6,0.46274826,0.01060215,132230543.238035,51590.388075271
269,68,Santander,68770,Suaita,6029.7,21204.5,724.5,118.9,2104,143,9,1,5,9,15,2,16,153,27353.1,724.5,0.93733059,0.02369135,295260365.957728,103552.59587369
270,68,Santander,68773,Sucre,18686.4,41173.2,116.9,97.7,2009,53,1,6,0,2,74,1,933,119,59957.3,116.9,1.72178686,0.04481742,558399255.244281,189199.253256695
271,68,Santander,68780,Suratá,12742.2,20537.8,403.3,2045.2,741,80,6,4,2,1,6,0,19,45,35325.2,403.3,1.18158985,0.02967557,370900261.545662,130740.185473762
272,68,Santander,68820,Tona,13778.8,17566.4,839.2,1368.6,900,352,12,1,0,3,43,0,13,81,32713.8,839.2,0.86192766,0.02815348,351618997.569319,95617.2478733361
273,68,Santander,68855,Valle de San José,577,6954.7,35.4,41.5,1294,51,5,2,0,0,14,0,38,60,7573.1,35.4,0.37712978,0.00653364,81479329.2588399,41714.1227479529
274,68,Santander,68861,Vélez,13818,29458.5,241.6,81.6,2106,140,4,3,1,2,59,1,768,287,43358,241.6,2.2186492,0.03619314,451162406.114961,240073.940676678
275,68,Santander,68867,Vetas,4253.8,3284.7,41.9,1519.3,299,10,0,0,1,1,47,1,2,9,9057.8,41.9,0.40005499,0.00763233,95358946.6581584,44361.0685783626
276,68,Santander,68872,Villanueva,1052.1,5576.8,1271.9,2139.4,513,300,17,0,0,0,25,1,13,43,8768.2,1271.9,0.53369115,0.00835337,104219510.486754,59163.3632458422
277,68,Santander,68895,Zapatoca,10461.4,23537.1,1402,430.1,532,74,5,13,2,0,0,1,19,39,34428.6,1402,1.31092841,0.02980321,371967102.688644,144213.42393034
278,66,Risaralda,66001,Pereira,17340.3,30987.1,6322.2,5411.1,3089,562,60,38,25,20,16,4,231,325,53738.5,6322.2,2.02673855,0.04963533,617197317.002604,222957.502703732
279,66,Risaralda,66045,Apía,3410.6,9158,1838.9,224.1,1159,55,3,0,2,3,10,6,16,122,12792.7,1838.9,0.80149326,0.01263029,157145606.049482,87388.827937905
280,66,Risaralda,66075,Balboa,2544.9,9216.8,176.2,364.9,747,108,2,3,1,2,15,1,41,53,12126.6,176.2,0.50376871,0.00979324,121798774.583298,55302.128308538
281,66,Risaralda,66088,Belén de Umbría,2510.8,19700.9,62.3,353.8,1929,306,11,3,2,4,54,1,90,217,22565.5,62.3,0.60186838,0.01461393,181846028.980461,65827.4349315609
282,66,Risaralda,66170,Dosquebradas,908.7,3207.7,1290.9,215.5,597,75,4,12,6,8,5,3,41,74,4331.9,1290.9,0.36544836,0.00555973,69159018.6357767,39411.5609833537
283,66,Risaralda,66318,Guática,1780.4,8266.8,779.9,183.6,1408,189,31,11,8,7,9,0,72,176,10230.8,779.9,0.53421044,0.00755203,93983914.4081112,58771.1634868938
284,66,Risaralda,66383,La Celia,2346.4,5800.8,576.1,196.2,951,101,4,23,2,7,4,2,18,47,8343.4,576.1,0.51133665,0.00737221,91701259.2739806,55703.8025997532
285,66,Risaralda,66400,La Virginia,427.8,2185.2,408.6,49,68,6,1,7,0,0,0,0,7,9,2662,408.6,0.26628709,0.00284017,35335627.2859823,29341.612223788
286,66,Risaralda,66440,Marsella,4982.2,9055.5,179,559,782,108,1,7,2,0,234,1,89,111,14596.6,179,0.62188314,0.01209072,150377565.618788,68339.4956171474
287,66,Risaralda,66456,Mistrató,25762.7,13925.5,10511.2,5995.8,1339,184,17,11,6,8,644,1,73,73,45684,10511.2,1.32485094,0.05229992,651050478.855765,146586.81638938
288,66,Risaralda,66572,Pueblo Rico,30973,20325.6,7606.8,2892,1317,77,11,12,23,4,273,3,30,73,54190.6,7606.8,1.43163707,0.0750256,933654253.776544,158939.473045337
289,66,Risaralda,66594,Quinchía,4167.5,12331.8,36.7,725.7,5021,428,38,33,22,86,38,5,127,263,17224.9,36.7,0.5633513,0.01290904,160669855.256118,62087.2274208629
290,66,Risaralda,66682,Santa Rosa de Cabal,21383.7,22893,4642,4955.9,1248,160,14,10,3,50,11,2,54,149,49232.6,4642,1.27778935,0.04447635,553127283.151587,140005.574416873
291,66,Risaralda,66687,Santuario,5049.5,11525,672.2,378.8,903,88,10,5,0,4,8,1,34,116,16953.3,672.2,0.95070731,0.01732354,215508325.202516,104175.182950963
292,63,Quindío,63001,Armenia,283.1,8248.6,481.8,190.7,362,52,0,3,1,0,6,0,2,18,8722.5,481.8,0.96484152,0.00969948,117242884.741246,99450.1181596711
293,63,Quindío,63111,Buenavista,237.2,2076.2,84.8,1415.5,17,2,1,1,0,0,0,0,0,1,3729,84.8,0.26290546,0.00318024,39530325.879824,28839.5583653784
294,63,Quindío,63130,Calarcá,2979.7,14751.5,1590,1856.8,441,50,3,19,6,6,8,0,8,18,19588,1590,0.96440693,0.01797107,223443969.447168,105301.816847408
295,63,Quindío,63190,Circasia,356.1,7443.3,939.2,490.7,296,22,4,3,0,0,0,0,10,56,8290.1,939.2,0.66681971,0.00753871,94579255.6982042,68597.6480206767
296,63,Quindío,63212,Córdoba,2582.5,5199.5,6.4,1518.4,392,11,1,0,1,0,2,0,5,12,9300.3,6.4,0.45557847,0.00761005,94607247.813834,50423.1368764755
297,63,Quindío,63272,Filandia,1282.6,7741.8,1403.6,451.4,357,43,1,3,2,0,6,0,9,21,9475.9,1403.6,0.66953403,0.00863318,107349031.470742,71860.654894836
298,63,Quindío,63302,Génova,5335,20542.1,2783.9,872.9,556,51,8,9,0,1,16,2,6,36,26750.1,2783.9,0.80254238,0.0240067,298285347.864699,88196.2200145324
